Produtos,,,,,,,,,,,,,,,,
Código,Código de barras,Nome,Estoque,Custo,Venda Preço unit.,Data última compra,Percentual % markup da última precificação,UN,Qt mínima estoque,Preço última compra,GRUPO,Códigos de barras/EANS,Observação,Pesável,Tipo de produto,Qt Máxima Estoque
532,7896291980892,AVEIA SEM GLUTEN FLOCOS MEDIA KG,2,"13,37",25,08/04/2026,"86,99",KG,0,,GRANEL,7896291980892,,Sim,00 - Mercadoria para revenda,0
43,,AVELA S/CASCA,"0,902","105,14",185,23/03/2026,"75,96",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
263,,BALA DE ALGAS MARINHAS,125,"0,41","0,75",10/4/2026,"82,93",UN,0,,GERAL,,PTE500GR68UN. 21.72 Sweet Jelly ,Não,00 - Mercadoria para revenda,0
493,,BALA DE BANANA C/ ACUCAR  (LEAF) LA SALLE ,"10,854",23,59,10/04/2026,"156,52",KG,0,,GRANEL,,FORNECEDOR FABRICANTE BALI,Sim,00 - Mercadoria para revenda,0
492,,BALA DE BANANA ZERO ACUCAR (LEAF) LA SALLE ,"3,938",29,59,09/04/2026,"103,45",KG,0,,GRANEL,,FORNECEDOR LEAF,Sim,00 - Mercadoria para revenda,0
3194,7898909140070,BALA GENGIBRE MEL PROPOLIS AMAZONIA,43,"2,1419","4,9",09/10/2025,"128,77",UN,0,,BALAS,7898909140070,,Não,00 - Mercadoria para revenda,0
3192,7898909140018,BALA GENGIBRE PURA  AMAZONIA,53,"3,17","5,9",01/04/2026,"86,12",UN,0,,BALAS,7898909140018,,Não,00 - Mercadoria para revenda,0
341,,BAMBOLE MEIO A MEIO  KG                   MAKROBOM,"3,338",22,49,31/03/2026,"122,73",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
2448,7896181711247,BANANA FIT ZERO - DACOLONIA,40,"2,09","3,5",08/04/2026,"67,46",UN,0,,GERAL,7896181711247,,Não,00 - Mercadoria para revenda,0
44,,BANANA PASSAS  KG,"0,34","10,61",52,09/04/2026,"390,1",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
10316,7896181705192,BANANA ZERO DACOLONIA 25G ,0,"1,910833","3,5",14/1/2026,"83,17",UN,0,,GERAL,7896181705192,,Não,00 - Mercadoria para revenda,0
23,,BANANINHA 70% CHOC CACAU DIET - LA SALLE / (DONNA ASTA),"4,69","78,63",120,09/04/2026,"52,61",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1538,7898955851654,BANANINHA DARK POTE 150G (DONNA ASTA),2,"10,9","16,9",14/11/2025,"55,05",UN,0,,GERAL,7898955851654,,Não,00 - Mercadoria para revenda,0
3501,7891331008178,BARRA CEREAL BOLOCHOC 22G NUTRY,23,"1,33","4,9",30/03/2026,"268,42",UN,0,,ENCAPSULADOS,7891331008178,,Não,00 - Mercadoria para revenda,0
1659,7898974139023,BARRA CHOCOLATE CHOC 70% 50GR INTOLERANCIA ZERO,0,"12,95","21,9",19/02/2026,"69,11",UN,0,,GERAL,7898974139023,,Não,00 - Mercadoria para revenda,0
1660,7898974139030,BARRA CHOCOLATE CHOC BRANCO E PISTACHE 50GR INTOLERANCIA ZERO,0,"12,95","21,9",14/11/2025,"69,11",UN,0,,GERAL,7898974139030,,Não,00 - Mercadoria para revenda,0
1658,7898974139115,BARRA CHOCOLATE CHOC LEITE 50GR INTOLERANCIA ZERO,1,"12,95","21,9",13/12/2025,"69,11",UN,0,,GERAL,7898974139115,,Não,00 - Mercadoria para revenda,0
1513,7622210529985,BARRA CHOCOLATE LACTA 85GR CACAU 70%,0,"6,3","10,9",06/11/2024,"73,02",UN,0,,GERAL,7622210529985,,Não,00 - Mercadoria para revenda,0
1514,7622210689658,BARRA CHOCOLATE LACTA CAFE 85GR CACAU 60%,1,"8,49","11,9",21/07/2025,"40,16",UN,0,,GERAL,7622210689658,,Não,00 - Mercadoria para revenda,0
105186504,7622210732316,BARRA CHOCOLATE LACTA MIX NUTS 85GR CACAU 60%,2,"8,49","11,9",19/03/2025,"40,16",UN,0,,GERAL,7622210732316,,Não,00 - Mercadoria para revenda,0
1051865273,7896181712800,BARRA DACOPRO PROTEIN MORANGO/CHOCO 50G,6,6,"9,5",08/05/2025,"58,33",UN,0,,GERAL,7896181712800,,Não,00 - Mercadoria para revenda,0
1051865202,7898969669023,BARRA PINCBAR BEIJINHO 14G PROT/ 50G,2,"6,79","11,9",31/03/2026,"75,26",UN,0,,GERAL,7898969669023,,Não,00 - Mercadoria para revenda,0
1051865204,7898969669030,BARRA PINCBAR CARAMELO SALGADO 15G PROT/ 50G,9,"6,79","11,9",08/04/2026,"75,26",UN,0,,GERAL,7898969669030,,Não,00 - Mercadoria para revenda,0
1841,7898969669061,BARRA PINCBAR CHOC BRANCO 14G PROT/ 50G,9,"6,79","11,9",17/03/2026,"75,26",UN,0,,GERAL,7898969669061,,Não,00 - Mercadoria para revenda,0
1051865203,7898969669016,BARRA PINCBAR LIMAO SICILIANO 12G PROT/ 50G,1,"5,9","11,9",08/08/2025,"101,69",UN,0,,GERAL,7898969669016,,Não,00 - Mercadoria para revenda,0
1051865206,7898969669085,BARRA PINCBAR MORANGO 15G PROT/ 50G,5,"6,79","11,9",31/03/2026,"75,26",UN,0,,GERAL,7898969669085,,Não,00 - Mercadoria para revenda,0
1840,7898969669207,BARRA PINCBAR PISTACHE 15G PROT/ 50G,4,"6,79","11,9",31/03/2026,"75,26",UN,0,,GERAL,7898969669207,,Não,00 - Mercadoria para revenda,0
1051865205,7898969669047,BARRA PINCBAR SEA SALT 12G PROT/ 50G,5,"6,79","11,9",24/03/2026,"75,26",UN,0,,GERAL,7898969669047,,Não,00 - Mercadoria para revenda,0
3383,7899941201651,BARRA POWER PROTEIN DARK CHOC. TRUFFLE MAXSUPLEN,0,"3,406","8,9",19/09/2025,"161,3",UN,0,,GERAL,7899941201651,,Não,00 - Mercadoria para revenda,0
10345,7899941202337,BARRA POWER PROTEIN NAPOLITANO 41G MAX TITANIUM,0,"3,41","8,9",06/10/2025,161,UN,0,,GERAL,7899941202337,12UN,Não,00 - Mercadoria para revenda,0
1051865158,7896181712688,BARRA PROTEICA AMENDOPOWER PROTEINBAR CARAM. FLOR SAL 50g DACOLONIA,0,"6,56","10,9",02/03/2026,"66,16",UN,0,,GERAL,7896181712688,CX 12UN,Não,00 - Mercadoria para revenda,0
1051,7896181712695,BARRA PROTEICA AMENDOPOWER PROTEINBAR CHOC 70% NIBS CACAU 50g DACOLONIA,3,"5,15","8,5",4/9/2025,"65,05",UN,0,,GERAL,7896181712695,,Não,00 - Mercadoria para revenda,0
1051865111,7896181712671,BARRA PROTEICA AMENDOPOWER PROTEINBAR COOKIES CREAM 50g DACOLONIA,4,"4,99","8,5",06/11/2025,"70,34",UN,0,,GERAL,7896181712671,,Não,00 - Mercadoria para revenda,0
3546,7900392000097,BARRA PROTEINA CHARGE 45G NUTRATA,20,"9,28","15,9",09/04/2026,"71,34",UN,0,,GERAL,7900392000097,cx c/ 12,Não,00 - Mercadoria para revenda,0
1863,7899941201996,BARRA PROTEINA CREAMY CHOCOLATE 38G PROBIOTICA,0,"2,89","8,5",13/01/2026,"194,12",UN,0,,GERAL,7899941201996,cx c/ 12,Não,00 - Mercadoria para revenda,0
1862,7899941202375,BARRA PROTEINA CREAMY COOKIES 38G PROBIOTICA,6,"2,89","8,5",12/03/2026,"194,12",UN,0,,GERAL,7899941202375,cx c/ 12,Não,00 - Mercadoria para revenda,0
1720,7896311773275,BARRA PROTEIN CRISP BAR COOKIES 45G INTEGRALMEDICA,0,"5,85","9,9",17/03/2026,"69,23",UN,0,,GERAL,7896311773275,cx c/ 12,Não,00 - Mercadoria para revenda,0
2490,7896311773282,BARRA PROTEIN CRISP BAR DUO CRUNCH INTEGRALMEDICA,12,"7,15","13,9",20/01/2026,"94,41",UN,0,,GERAL,7896311773282,cx c/ 12,Não,00 - Mercadoria para revenda,0
1927,7896311778041,BARRA PROTEIN CRISP BAR OVOMALTINE 45G INTEGRALMEDICA,15,"7,16","12,9",10/04/2026,"80,17",UN,0,,GERAL,7896311778041,cx c/ 12,Não,00 - Mercadoria para revenda,0
10506,7896311710317,BARRA PROTEIN CRISP DOCE COCO INTEGRALMEDICA ,0,"6,106667","9,9",24/02/2026,"62,12",UN,0,,GERAL,7896311710317,cx c/ 12,Não,00 - Mercadoria para revenda,0
3530,7898176580876,BARRA PROTEIN VEGANA 11G ALFARROBA 50G BIO2,12,"8,05","15,9",,"97,52",UN,0,,GERAL,7898176580876,cx c/ 09,Não,00 - Mercadoria para revenda,0
1961,7898176582566,BARRA PROTEIN VEGANA CRUNCHY DARK CHOCOLATE 50G BIO2,6,"8,6","15,9",31/03/2026,"84,88",UN,0,,GERAL,7898176582566,cx c/ 09,Não,00 - Mercadoria para revenda,0
3486,7898599217199,BARRA PROTOWAFER HAVANA DOCE DE LEITE NUTRATA 30GR ,7,"5,897","10,5",26/02/2026,"78,06",UN,0,,ENCAPSULADOS,7898599217199,,Não,00 - Mercadoria para revenda,0
1879,7898599218127,BARRA WHEY GREGO HAVANA BANOFFEE DOCE DE LEITE NUTRATA 40GR,3,"5,997","9,9",11/02/2026,"65,08",UN,0,,ENCAPSULADOS,7898599218127,,Não,00 - Mercadoria para revenda,0
1758,7898599216635,BARRA WHEY GREGO HAVANA DOCE DE LEITE NUTRATA 40GR ,16,"6,172","10,5",01/04/2026,"70,12",UN,0,,ENCAPSULADOS,7898599216635,,Não,00 - Mercadoria para revenda,0
10324,7896261403482,BARRA ZERO EJOY BAN/DAMASCO/NOZES 25G EJOY,34,"3,16","5,9",18/03/2026,"86,71",UN,0,,GERAL,7896261403482,,Não,00 - Mercadoria para revenda,0
10409,7896000597120,BEBIDA DE AMENDOA ORIGINAL NUTS ZERO 1L ,0,"4,52","10,9",26/1/2024,"141,15",UN,0,,GERAL,7896000597120,,Não,00 - Mercadoria para revenda,0
1532,7898971943470,BEEF PROTEIN BANANA CANELA LATA 420g/14Ds Essential,0,165,"253,9",23/03/2026,"53,36",UN,0,,SUPLEMENTOS,7898971943470,,Não,00 - Mercadoria para revenda,0
10356,7898971943449,BEEF PROTEIN CACAU LATA 480G/15Ds ESSENTIAL,2,165,275,01/04/2026,"66,67",UN,0,,SUPLEMENTOS,7898971943449,,Não,00 - Mercadoria para revenda,0
1594,7896186003880,BENDITA CANFORA 30 TABLETES BRAVIR,0,"13,7","24,9",20/01/2026,"81,75",UN,0,,ENCAPSULADOS,7896186003880,,Não,00 - Mercadoria para revenda,0
1051865247,7898292125470,BERBERINA 60CPS 500MG GOLDCAPS,2,"20,03","39,9",2/2/2026,"99,2",UN,0,,ENCAPSULADOS,7898292125470,,Não,00 - Mercadoria para revenda,0
1899,7899925412943,BERBERINA 60CPS 500MG LIFECAPS DISTRIVIDA,0,19,"39,9",18/03/2026,110,UN,0,,ENCAPSULADOS,7899925412943,,Não,00 - Mercadoria para revenda,0
3079,7898638070501,BERINJELA  500MG 120 CPS  CLINOAGE,0,"14,7","29,9",,0,UN,0,,ENCAPSULADOS,7898638070501,,Não,00 - Mercadoria para revenda,0
1051865237,7898598728412,BERINJELA C/ ALCACHOFRA 500MG 60CPS  KURYERVAS,1,"17,37","34,9",18/3/2026,"100,92",UN,0,,ENCAPSULADOS,7898598728412,,Não,00 - Mercadoria para revenda,0
3362,7899643241115,BERINJELA COMPOSTA 60CPS 500MG,0,"14,5","20,5",,0,UN,0,,ENCAPSULADOS,7899643241115,,Não,00 - Mercadoria para revenda,0
1985,7896311770700,BETA ALANINA 123G INTEGRALMEDICA,1,"41,42","65,5",30/01/2026,"58,14",AP,0,,SUPLEMENTOS,7896311770700,,Não,00 - Mercadoria para revenda,0
10443,7899941202955,BETA-ALANINA 150G MAX,0,"66,2","79,5",02/08/2024,"20,09",AP,0,,SUPLEMENTOS,7899941202955,,Não,00 - Mercadoria para revenda,0
10437,7898655965613,BETA ALANINA PURA 100% 130GR MACRO ENDURANCE MACROPHYTUS,1,"13,07","69,9",11/2/2026,"434,81",UN,0,,SUPLEMENTOS,7898655965613,,Não,00 - Mercadoria para revenda,0
3294,7898952504447,BETACAROTENO 60CPS 400MG SOFTGEL MACROPHYTUS,0,"17,08","29,9",29/09/2025,"75,06",UN,0,,ENCAPSULADOS,7898952504447,,Não,00 - Mercadoria para revenda,0
1051865163,7898407010417,"BETACAROTENO VIT A, C 100CPS CHAMED",2,"20,97","37,5",29/09/2025,"78,83",UN,0,,ENCAPSULADOS,7898407010417,,Não,00 - Mercadoria para revenda,0
1844,7899925413186,BETERRABA 500MG 120CAPS - GOLDCAPS,2,"21,42","35,9",3/3/2026,"67,6",UN,0,,ENCAPSULADOS,7899925413186,,Não,00 - Mercadoria para revenda,0
471,,BETERRABA EM PÓ KG,"1,644","36,4",76,08/04/2026,"108,79",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
229,,BICARBONATO DE SODIO KG,"3,638","6,38",14,10/04/2026,"119,44",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1746,7898615895530,BIOTINA 120CPS LASANDAY ,0,"38,95","71,9",03/02/2026,"84,6",UN,0,,ENCAPSULADOS,7898615895530,,Não,00 - Mercadoria para revenda,0
1888,7898952504751,BIOTINA 60CPS MACROPHYTUS,1,"8,07","29,9",09/04/2026,"270,51",UN,0,,ENCAPSULADOS,7898952504751,,Não,00 - Mercadoria para revenda,0
3444,148467,BISCOITO ALHO ASSADO SEM ACUCAR 50G IXPICULA,1,"6,2","10,9",23/12/2025,"75,81",UN,0,,GERAL,148467,,Não,00 - Mercadoria para revenda,0
316,,"BISCOITO AMENDOIM S/ ACUCAR,GLUTEN,LACTOSE  (DONNA ASTA)","1,616","49,69","79,5",09/04/2026,"59,99",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1051865248,7898968909144,"BISCOITO AMENDOIM S,GLUTEN,LAC 200G BISA ",0,"8,05","12,9",17/11/2025,"60,25",UN,0,,GERAL,7898968909144,,Não,00 - Mercadoria para revenda,0
1728,7898968909137,"BISCOITO BAUNILHA S,GLUTEN,LAC BISA 200G",1,"8,05","13,9",10/03/2026,"72,67",UN,0,,GERAL,7898968909137,,Não,00 - Mercadoria para revenda,0
3324,7898968909168,"BISCOITO CANELA S,GLUTEN,LAC 200G BISA ",6,"8,05","13,5",14/03/2026,"67,7",UN,0,,GERAL,7898968909168,,Não,00 - Mercadoria para revenda,0
37,,BISCOITO CAPPUCCINO C/ CHOC FIBRATTO KG,"0,596","110,11",179,28/03/2026,"62,56",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1799,7898968909229,"BISCOITO CASADINHA S/GLUTEN,LAC 200G BISA ",0,"10,45","16,9",07/04/2026,"61,72",UN,0,,GERAL,7898968909229,,Não,00 - Mercadoria para revenda,0
1051865120,7898968909182,"BISCOITO CAST PARA S/GLUTEN,LAC 200G BISA ",11,"8,8","14,9",09/03/2026,"69,32",UN,0,,GERAL,7898968909182,,Não,00 - Mercadoria para revenda,0
482,,BISCOITO CENOURA E CHOCOLATE FIBRATTO KG,"2,154","75,6",129,09/04/2026,"70,63",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
372,,"BISCOITO CHOC 70% S/ ACUCAR,GLUTEN,LACTOSE (DONNA ASTA)","2,724","68,54",109,07/04/2026,"59,03",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1051865256,7898955851784,"BISCOITO CHOCO 70% CACAU S/ GLUTEN,LACTOSE 250GR DONNA ASTA PCT",1,"10,6","16,9",30/10/2025,"59,43",UN,0,,GERAL,7898955851784,,Não,00 - Mercadoria para revenda,0
519,,"BISCOITO COCO SEM ACUCAR DIET S/GLUTEN, LACTOSE, (CASAS DO VALLE)","0,388","78,37",122,16/12/2025,"55,67",KG,0,,GRANEL,,CASAS DO VALLE,Sim,00 - Mercadoria para revenda,0
3330,7898968909120,"BISCOITO COCO S,GLUTEN,LAC 200G BISA",0,"8,05","13,9",09/04/2026,"72,67",UN,0,,GERAL,7898968909120,,Não,00 - Mercadoria para revenda,0
1051865187,7898955851210,"BISCOITO COCO S/ GLUTEN,LACTOSE 250GR DONNA ASTA PCT",0,"10,5","16,8",09/10/2024,60,UN,0,,GERAL,7898955851210,,Não,00 - Mercadoria para revenda,0
491,,"BISCOITO COCO S/ GLUTEN,LACTOSE (DONNA ASTA)",0,0,75,,0,KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3311,7898955851357,BISCOITO CONFEITADO S/ GLUTEN 200GR DONNA ASTA PCT,0,"12,2","15,9",19/05/2025,"30,33",UN,0,,GERAL,7898955851357,,Não,00 - Mercadoria para revenda,0
453,,BISCOITO CRAVO CANELA E CHOC FIBRATTO KG,"0,524","75,59",129,28/03/2026,"70,66",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3312,7898955851364,BISCOITO DE AMENDOIM ZERO ACUCAR SEM GLUTEN 250GR,1,"11,02","17,9",31/10/2025,"62,43",UN,0,,GERAL,7898955851364,,Não,00 - Mercadoria para revenda,0
537,,BISCOITO DE ARROZ CHURRASCO KG,"2,178","30,21",85,07/04/2026,"181,36",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
2456,7896181712084,BISCOITO DE ARROZ INTEGRAL  95G DACOLONIA,2,"6,01","9,5",30/03/2026,"58,07",UN,0,,GERAL,7896181712084,,Não,00 - Mercadoria para revenda,0
2346,7896006779674,BISCOITO DE ARROZ INTEGRAL CAMIL,1,"10,12","15,9",31/03/2026,"57,11",UN,0,,GERAL,7896006779674,,Não,00 - Mercadoria para revenda,0
65274,7898955851333,BISCOITO DE LIMÃO ZERO ACUCAR SEM GLUTEN 250GR,0,"11,02","17,9",20/03/2025,"62,43",UN,0,,GERAL,7898955851333,,Não,00 - Mercadoria para revenda,0
3325,7898968909175,"BISCOITO FUBA S,GLUTEN,LAC 200G BISA ",11,"8,05","14,9",31/03/2026,"85,09",UN,0,,GERAL,7898968909175,,Não,00 - Mercadoria para revenda,0
3488,148498,BISCOITO GERGELIM E LINHAÇA ASSADO VEGANO SEM ACUCAR  50G IXPICULA,1,"6,2","10,9",14/3/2026,"75,81",UN,0,,GERAL,148498,,Não,00 - Mercadoria para revenda,0
12,,BISCOITO GERGELIM E LINHAÇA ASSADO VEGANO SEM ACUCAR IXPICULA KG,"0,11",98,165,09/04/2026,"68,37",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
503,,BISCOITO GOTAS CHOCOLATE SEM GLUTEN S/ACUCAR KG (BRASILMIX),"4,928","104,9","167,5",24/03/2026,"59,68",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3443,148474,BISCOITO LEMON PEPPER ASSADO SEM ACUCAR 50G IXPICULA,0,"6,2","10,9",18/03/2026,"75,81",UN,0,,GERAL,148474,,Não,00 - Mercadoria para revenda,0
1051865119,7898968909106,"BISCOITO LIMAO S/GLUTEN,LAC 200G BISA ",0,"8,05","13,5",26/01/2026,"67,7",UN,0,,GERAL,7898968909106,,Não,00 - Mercadoria para revenda,0
1051865121,7898968909113,"BISCOITO MEL S/GLUTEN,LAC 200G BISA ",0,"8,2","13,9",21/01/2026,"69,51",UN,0,,GERAL,7898968909113,,Não,00 - Mercadoria para revenda,0
3332,7898968909151,"BISCOITO NATAL CONFEITADO MELADO S,GLUTEN,LAC 200G BISA ",13,"8,45","14,9",24/03/2026,"76,33",UN,0,,GERAL,7898968909151,HM INDUSTRIA  BISCOITOS DA BISA,Não,00 - Mercadoria para revenda,0
10434,7898968909199,"BISCOITO NATAL S/ COBERTURA MELADO S,GLUTEN,LAC 200G BISA ",6,"8,05","14,9",25/03/2026,"85,09",UN,0,,GERAL,7898968909199,HM INDUSTRIA  BISCOITOS DA BISA,Não,00 - Mercadoria para revenda,0
36,,BISCOITO NOZES CHOC BRANCO FIBRATTO KG,"0,482","110,11",179,09/04/2026,"62,56",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3442,406680,BISCOITO PARMESAO ASSADO SEM ACUCAR 50G IXPICULA,0,"6,2","10,9",28/02/2026,"75,81",UN,0,,GERAL,406680,,Não,00 - Mercadoria para revenda,0
3445,148450,BISCOITO PIMENTA ASSADO SEM ACUCAR 50G IXPICULA,0,"6,2","10,9",18/03/2026,"75,81",UN,0,,GERAL,148450,,Não,00 - Mercadoria para revenda,0
504,,BISCOITO PISTACHE CHOC BRANCO SEM GLUTEN S/LACTOSE KG (BRASILMIX),0,"118,9",179,07/04/2026,"50,55",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
38,,BISCOITO QUEIJO OREG.. FIBRATTO KG,"0,55","90,58",179,23/03/2026,"97,62",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
517,,"BISCOITO QUINOA BIS PRETO SEM GLUTEN/LACTOSE/,S/ACUCAR KG (BRASILMIX)","5,052","155,9","249,5",07/04/2026,"60,04",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
536,,BISCOITO VEGANO BLACK S/ACUCAR (CASAS DO VALLE),2,"85,58",129,,"50,74",KG,0,,GRANEL,,CASAS DO VALLE,Sim,00 - Mercadoria para revenda,0
1623,1104075000701,"BISCOITO VEGANO CACAU BLACK S/ GLUTEN,LACTOSE 70G (CASAS DO VALLE)",1,"6,52","11,9",14/04/2025,"82,52",KG,0,,GERAL,1104075000701,CASAS DO VALLE,Não,00 - Mercadoria para revenda,0
458,,"BISCOITO VEGANO CACAU BLACK S/ GLUTEN,LACTOSE (CASAS DO VALLE)",0,"86,07",129,27/01/2026,"49,88",KG,0,,GRANEL,,CASAS DO VALLE,Sim,00 - Mercadoria para revenda,0
540,,"BISCOITO VEGANO CACAU C/ CASTANHA CAJU S/ GLUTEN,LACTOSE (CASAS DO VALLE)","0,292","61,76",89,07/04/2026,"44,11",KG,0,,GRANEL,,CASAS DO VALLE,Sim,00 - Mercadoria para revenda,0
3455,7908793301003,BLISSFUL RASPBERRY ROSE 269ML ESSENTIAL,5,9,15,12/03/2026,"66,67",UN,0,,SUPLEMENTOS,7908793301003,,Não,00 - Mercadoria para revenda,0
10369,7898406510093,BOBINA PICOT 5KG 28X42 SHOWPACK - C/500,9,"19,9","22,12",,"9,13",RL,0,,INSUMOS E EMBALAGENS,7898406510093,,Não,00 - Mercadoria para revenda,0
1051865089,,BOBINA PLAST. 1KG  C/500UN,1,"12,9","12,9",,0,UN,0,,INSUMOS E EMBALAGENS,,,Não,00 - Mercadoria para revenda,0
3264,7908541106218,BOBINA PLAST.GIRUSBAG P/2L 20X35 C/500UN,66,"12,9","13,09",,10,UN,0,,INSUMOS E EMBALAGENS,7908541106218,,Não,00 - Mercadoria para revenda,0
3263,7898712530235,BOBINA PLAST.GIRUSBAG P/3L 25X35 C/500UN,55,"16,9","16,39",,10,UN,0,,INSUMOS E EMBALAGENS,7898712530235,,Não,00 - Mercadoria para revenda,0
10518650465,7898692738829,BOB. PICOT 5KG 30X40 MANAUS - C/500 (13001),3,"19,9","19,9",,0,RL,0,,INSUMOS E EMBALAGENS,7898692738829,,Não,00 - Mercadoria para revenda,0
357,,BOLACHA DE NATAL ARTESANAL - 100GR (EMBALADO),0,5,12,23/12/2025,100,UN,0,,GERAL,,,Sim,00 - Mercadoria para revenda,0
10475,7898755180046,BOLD BARRA BOMBOM CROCANTE 20G PROT/60G,1,"9,14","16,25",2/3/2026,"77,79",UN,0,,GERAL,7898755180046,,Não,00 - Mercadoria para revenda,0
1051865135,7898755180152,BOLD BARRA BROWNIE E CRISPIES 21G PROT/60G,3,"9,14","16,25",10/2/2026,"77,79",UN,0,,GERAL,7898755180152,,Não,00 - Mercadoria para revenda,0
1051865134,7898755180121,BOLD BARRA CAFE DOCE DE LEITE 20G PROT/60G,11,"9,14","16,25",7/4/2026,"77,79",UN,0,,GERAL,7898755180121,,Não,00 - Mercadoria para revenda,0
10476,7898755180343,BOLD BARRA COOKIES BLACK 20G PROT/60G,36,"9,14","16,25",11/02/2026,"77,79",UN,0,,GERAL,7898755180343,,Não,00 - Mercadoria para revenda,0
10472,7898755180060,BOLD BARRA COOKIES CREAM 20G PROT/60G,27,"9,14","16,25",02/04/2026,"77,79",UN,0,,GERAL,7898755180060,,Não,00 - Mercadoria para revenda,0
1051865136,7898755180510,BOLD BARRA CRUNCH  CARAMELO E CHOC 15G PROT/50G,1,"8,15","14,9",02/09/2025,"82,82",UN,0,,GERAL,7898755180510,,Não,00 - Mercadoria para revenda,0
1051865137,7898755180534,BOLD BARRA CRUNCH COOKIES E CREAM 15G PROT/50G,2,"8,15","14,9",17/06/2025,"82,82",UN,0,,GERAL,7898755180534,,Não,00 - Mercadoria para revenda,0
1530,7898755180558,BOLD BARRA CRUNCH MORANGO 15G PROT/50G,0,"8,15","14,9",30/7/2025,"82,82",UN,0,,GERAL,7898755180558,,Não,00 - Mercadoria para revenda,0
1976,7898755181166,BOLD BARRA DOCE DE LEITE 21G PROT/60G,2,"9,14","16,25",20/3/2026,"77,79",UN,0,,GERAL,7898755181166,,Não,00 - Mercadoria para revenda,0
10474,7898755180107,BOLD BARRA LEITE AVELA 20G PROT/60G,4,"10,42","16,25",17/3/2026,"55,95",UN,0,,GERAL,7898755180107,,Não,00 - Mercadoria para revenda,0
1527,7898755180596,BOLD BARRA PISTACHE 20G PROT/60G,0,"10,42","16,25",31/03/2026,"55,95",UN,0,,GERAL,7898755180596,,Não,00 - Mercadoria para revenda,0
10477,7898755180206,BOLD BARRA TORTA DE LIMAO 20G PROT/60G,2,"10,42","16,25",10/03/2026,"55,95",UN,0,,GERAL,7898755180206,,Não,00 - Mercadoria para revenda,0
10473,7898755180084,BOLD BARRA TRUFA DE CHOCOLATE 20G PROT/60G,26,"9,14","16,25",04/04/2026,"77,79",UN,0,,GERAL,7898755180084,,Não,00 - Mercadoria para revenda,0
1529,7898755180367,BOLD BARRA TUBE AVELA 10G PROT/40G,0,"5,8","9,9",14/08/2025,"70,69",UN,0,,GERAL,7898755180367,,Não,00 - Mercadoria para revenda,0
1528,7898755180404,BOLD BARRA TUBE TRUFA 10G PROT/40G,0,"5,8","9,9",23/06/2025,"70,69",UN,0,,GERAL,7898755180404,,Não,00 - Mercadoria para revenda,0
3477,700083461766,"BOLO DE LARANJA COM CACAU S/ GLUTEN,LEITE,SOJA 320G LEVESSIA",1,"12,18","21,5",28/01/2026,"76,52",UN,0,,GERAL,700083461766,"SEM GLUTEN, LACTOSE, CONSERVANTE, SOJA",Não,00 - Mercadoria para revenda,0
3478,700083390837,"BOLO DE MACA,PASSAS E CASTANHAS S/ GLUTEN,LEITE,SOJA 320G LEVESSIA",0,"14,9","23,9",25/02/2026,"60,4",UN,0,,GERAL,700083390837,"SEM GLUTEN, LACTOSE, CONSERVANTE, SOJA",Não,00 - Mercadoria para revenda,0
1051865065,7898971943753,BRAINSTORM COFFEE CARAMEL LATTE LATA 274g/20Ds ESSENTIAL,0,"86,09",143,26/03/2026,"66,11",UN,0,,SUPLEMENTOS,7898971943753,,Não,00 - Mercadoria para revenda,0
1533,40232946264,BRAINSTORM COFFEE SABOR CAFE LATA 186g/20Ds ESSENTIAL,0,"85,8",143,13/01/2026,"66,67",UN,0,,SUPLEMENTOS,40232946264,,Não,00 - Mercadoria para revenda,0
1678,7898967349606,BT NITRATO GEL BLUBERRY 30G DOBRO,4,"8,1142","13,9",11/03/2026,"71,3",UN,0,,SUPLEMENTOS,7898967349606,,Não,00 - Mercadoria para revenda,0
1679,7898967349262,BT NITRATO GEL LARANJA MORANGO 30G DOBRO,3,"8,1142","13,9",18/03/2026,"71,3",UN,0,,SUPLEMENTOS,7898967349262,,Não,00 - Mercadoria para revenda,0
